"cod_municipio","municipio","estado","valor"
3554409,Terra Roxa,SP,1500
3554508,Tietê,SP,100
3554607,Timburi,SP,700
3554706,Torrinha,SP,1630
3554755,Trabiju,SP,48
3554805,Tremembé,SP,100
3555000,Tupã,SP,880
3555109,Tupi Paulista,SP,300
3555208,Turiúba,SP,474
3555356,Ubarana,SP,480
3555505,Ubirajara,SP,600
3555604,Uchoa,SP,350
3555703,União Paulista,SP,350
3555901,Uru,SP,48
3556008,Urupês,SP,200
3556107,Valentim Gentil,SP,50
3556305,Valparaíso,SP,180
3556354,Vargem,SP,320
3556404,Vargem Grande do Sul,SP,800
3556800,Viradouro,SP,1500
3556909,Vista Alegre do Alto,SP,150
3556958,Vitória Brasil,SP,120
3557006,Votorantim,SP,405
3557105,Votuporanga,SP,300
3557154,Zacarias,SP,600
3557204,Chavantes,SP,2400
3557303,Estiva Gerbi,SP,250
4100103,Abatiá,PR,10220
4100301,Agudos do Sul,PR,1650
4100400,Almirante Tamandaré,PR,150
4100459,Altamira do Paraná,PR,1850
4100509,Altônia,PR,5500
4100608,Alto Paraná,PR,450
4100707,Alto Piquiri,PR,30000
4100806,Alvorada do Sul,PR,22370
4100905,Amaporã,PR,1779
4101002,Ampére,PR,8120
4101051,Anahy,PR,5284
4101101,Andirá,PR,13000
4101150,Ângulo,PR,6815
4101309,Antônio Olinto,PR,9000
4101408,Apucarana,PR,21000
4101507,Arapongas,PR,21700
4101606,Arapoti,PR,34900
4101655,Arapuã,PR,12000
4101705,Araruna,PR,26500
4101804,Araucária,PR,17000
4101853,Ariranha do Ivaí,PR,13000
4101903,Assaí,PR,27000
4102000,Assis Chateaubriand,PR,71905
4102109,Astorga,PR,22930
4102208,Atalaia,PR,6840
4102307,Balsa Nova,PR,15000
4102406,Bandeirantes,PR,18250
4102505,Barbosa Ferraz,PR,15000
4102604,Barracão,PR,2900
4102703,Barra do Jacaré,PR,5400
4102752,Bela Vista da Caroba,PR,4980
4102802,Bela Vista do Paraíso,PR,17000
4102901,Bituruna,PR,3200
4103008,Boa Esperança,PR,25200
4103024,Boa Esperança do Iguaçu,PR,4800
4103040,Boa Ventura de São Roque,PR,20600
4103057,Boa Vista da Aparecida,PR,4200
4103107,Bocaiúva do Sul,PR,30
4103156,Bom Jesus do Sul,PR,3950
4103206,Bom Sucesso,PR,5200
4103222,Bom Sucesso do Sul,PR,12400
4103305,Borrazópolis,PR,13200
4103354,Braganey,PR,17700
4103370,Brasilândia do Sul,PR,22800
4103404,Cafeara,PR,3935
4103453,Cafelândia,PR,23520
4103479,Cafezal do Sul,PR,11400
4103503,Califórnia,PR,7000
4103602,Cambará,PR,16900
4103701,Cambé,PR,37200
4103800,Cambira,PR,7300
4103909,Campina da Lagoa,PR,34300
4103958,Campina do Simão,PR,10850
4104055,Campo Bonito,PR,15725
4104105,Campo do Tenente,PR,10000
4104204,Campo Largo,PR,10300
4104253,Campo Magro,PR,4500
4104303,Campo Mourão,PR,50000
4104402,Cândido de Abreu,PR,22600
4104428,Candói,PR,47800
4104451,Cantagalo,PR,18700
4104501,Capanema,PR,17580
4104600,Capitão Leônidas Marques,PR,7400
4104659,Carambeí,PR,23959
4104709,Carlópolis,PR,2200
4104808,Cascavel,PR,86600
4104907,Castro,PR,62565
4105003,Catanduvas,PR,17550
4105102,Centenário do Sul,PR,13000
4105201,Cerro Azul,PR,750
4105300,Céu Azul,PR,17300
4105409,Chopinzinho,PR,28100
4105508,Cianorte,PR,12000
4105607,Cidade Gaúcha,PR,970
4105706,Clevelândia,PR,37900
4105904,Colorado,PR,1710
4106001,Congonhinhas,PR,16030
4106100,Conselheiro Mairinck,PR,7900
4106209,Contenda,PR,15200
4106308,Corbélia,PR,33675
4106407,Cornélio Procópio,PR,34840
4106456,Coronel Domingos Soares,PR,16500
4106506,Coronel Vivida,PR,29100
4106555,Corumbataí do Sul,PR,3200
4106571,Cruzeiro do Iguaçu,PR,4400
4106605,Cruzeiro do Oeste,PR,6000
4106704,Cruzeiro do Sul,PR,4500
4106803,Cruz Machado,PR,3500
4106852,Cruzmaltina,PR,10400
4107009,Curiúva,PR,7560
4107108,Diamante do Norte,PR,3783
4107124,Diamante do Sul,PR,2000
4107157,Diamante D'Oeste,PR,3950
4107207,Dois Vizinhos,PR,17630
4107256,Douradina,PR,1500
4107306,Doutor Camargo,PR,9500
4107405,Enéas Marques,PR,3200
4107504,Engenheiro Beltrão,PR,32000
4107520,Esperança Nova,PR,160
4107538,Entre Rios do Oeste,PR,5100
4107546,Espigão Alto do Iguaçu,PR,10000
4107553,Farol,PR,19672
4107603,Faxinal,PR,15000
4107652,Fazenda Rio Grande,PR,1800
4107702,Fênix,PR,15000
4107736,Fernandes Pinheiro,PR,14645
4107751,Figueira,PR,1600
4107801,Floraí,PR,12700
4107850,Flor da Serra do Sul,PR,6300
4107900,Floresta,PR,12800
4108007,Florestópolis,PR,8500
4108106,Flórida,PR,3500
4108205,Formosa do Oeste,PR,15950
4108304,Foz do Iguaçu,PR,10260
4108320,Francisco Alves,PR,19000
4108403,Francisco Beltrão,PR,20700
4108452,Foz do Jordão,PR,9900
4108502,General Carneiro,PR,3000
4108551,Godoy Moreira,PR,4000
4108601,Goioerê,PR,32000
4108650,Goioxim,PR,20600
4108700,Grandes Rios,PR,4000
4108809,Guaíra,PR,33790
4108957,Guamiranga,PR,7800
4109005,Guapirama,PR,6200
4109104,Guaporema,PR,1565
4109203,Guaraci,PR,4100
4109302,Guaraniaçu,PR,20800
4109401,Guarapuava,PR,76000
4109658,Honório Serpa,PR,21520
4109708,Ibaiti,PR,12300
4109757,Ibema,PR,5000
4109807,Ibiporã,PR,16660
4109906,Icaraíma,PR,716
4110003,Iguaraçu,PR,9500
4110052,Iguatu,PR,3571
4110078,Imbaú,PR,3050
4110102,Imbituva,PR,26000
4110201,Inácio Martins,PR,4000
4110300,Inajá,PR,1183
4110409,Indianópolis,PR,1600
4110508,Ipiranga,PR,29051
4110607,Iporã,PR,25700
4110656,Iracema do Oeste,PR,6420
4110706,Irati,PR,34000
4110805,Iretama,PR,12800
4110904,Itaguajé,PR,900
4110953,Itaipulândia,PR,9840
4111001,Itambaracá,PR,13300
4111100,Itambé,PR,17585
4111209,Itapejara d'Oeste,PR,15350
4111258,Itaperuçu,PR,255
4111308,Itaúna do Sul,PR,277
4111407,Ivaí,PR,15050
4111506,Ivaiporã,PR,19500
4111555,Ivaté,PR,720
4111605,Ivatuba,PR,8200
4111704,Jaboti,PR,5100
4111803,Jacarezinho,PR,5800
4111902,Jaguapitã,PR,12170
4112009,Jaguariaíva,PR,26200
4112108,Jandaia do Sul,PR,4100
4112207,Janiópolis,PR,21500
4112306,Japira,PR,6400
4112405,Japurá,PR,9050
4112504,Jardim Alegre,PR,10100
4112603,Jardim Olinda,PR,1620
4112702,Jataizinho,PR,8200
4112751,Jesuítas,PR,14440
4112801,Joaquim Távora,PR,2400
4112900,Jundiaí do Sul,PR,8700
4112959,Juranda,PR,27500
4113007,Jussara,PR,11850
4113106,Kaloré,PR,10600
4113205,Lapa,PR,58700
4113254,Laranjal,PR,2650
4113304,Laranjeiras do Sul,PR,20600
4113403,Leópolis,PR,21720
4113429,Lidianópolis,PR,5900
4113452,Lindoeste,PR,7166
4113502,Loanda,PR,700
4113601,Lobato,PR,6400
4113700,Londrina,PR,62000
4113734,Luiziana,PR,47600
4113759,Lunardelli,PR,5700
4113809,Lupionópolis,PR,6000
4113908,Mallet,PR,16500
4114005,Mamborê,PR,57000
4114104,Mandaguaçu,PR,12360
4114203,Mandaguari,PR,7000
4114302,Mandirituba,PR,550
4114351,Manfrinópolis,PR,920
4114401,Mangueirinha,PR,42250
4114500,Manoel Ribas,PR,26700
4114609,Marechal Cândido Rondon,PR,32050
4114708,Maria Helena,PR,350
4114807,Marialva,PR,27000
4114906,Marilândia do Sul,PR,21850
4115002,Marilena,PR,410
4115101,Mariluz,PR,18500
4115200,Maringá,PR,24500
4115309,Mariópolis,PR,13600
4115358,Maripá,PR,22500
4115408,Marmeleiro,PR,17020
4115457,Marquinho,PR,6500
4115507,Marumbi,PR,3300
4115606,Matelândia,PR,12400
4115739,Mato Rico,PR,10300
4115754,Mauá da Serra,PR,3700
4115804,Medianeira,PR,13700
4115853,Mercedes,PR,6800
4115903,Mirador,PR,2600
4116000,Miraselva,PR,615
4116059,Missal,PR,13430
4116109,Moreira Sales,PR,13000
4116307,Munhoz de Melo,PR,6229
4116406,Nossa Senhora das Graças,PR,1800
4116505,Nova Aliança do Ivaí,PR,250
4116604,Nova América da Colina,PR,5980
4116703,Nova Aurora,PR,34130
4116802,Nova Cantu,PR,24500
4116901,Nova Esperança,PR,6000
4116950,Nova Esperança do Sudoeste,PR,1950
4117008,Nova Fátima,PR,16220
4117057,Nova Laranjeiras,PR,10900
4117107,Nova Londrina,PR,250
4117206,Nova Olímpia,PR,220
4117214,Nova Santa Bárbara,PR,4570
4117222,Nova Santa Rosa,PR,13420
4117255,Nova Prata do Iguaçu,PR,16300
4117271,Nova Tebas,PR,10400
4117297,Novo Itacolomi,PR,3700
4117305,Ortigueira,PR,35250
4117404,Ourizona,PR,13017
4117453,Ouro Verde do Oeste,PR,12700
4117503,Paiçandu,PR,10000
4117602,Palmas,PR,31500
4117701,Palmeira,PR,51119
4117800,Palmital,PR,5200
4117909,Palotina,PR,45770
4118006,Paraíso do Norte,PR,4000
4118105,Paranacity,PR,2000
4118303,Paranapoema,PR,2430
4118402,Paranavaí,PR,400
4118451,Pato Bragado,PR,4905
4118501,Pato Branco,PR,28200
4118600,Paula Freitas,PR,17700
4118709,Paulo Frontin,PR,17200
4118808,Peabiru,PR,28300
4118857,Perobal,PR,15885
4118907,Pérola,PR,740
4119004,Pérola d'Oeste,PR,11730
4119103,Piên,PR,4490
4119202,Pinhalão,PR,3900
4119251,Pinhal de São Bento,PR,2100
4119301,Pinhão,PR,38600
4119400,Piraí do Sul,PR,37300
4119509,Piraquara,PR,190
4119608,Pitanga,PR,49000
4119657,Pitangueiras,PR,8000
4119707,Planaltina do Paraná,PR,500
4119806,Planalto,PR,14100
4119905,Ponta Grossa,PR,69743
4120002,Porecatu,PR,3500
4120101,Porto Amazonas,PR,6887
4120150,Porto Barreiro,PR,9400
4120200,Porto Rico,PR,150
4120309,Porto Vitória,PR,400
4120333,Prado Ferreira,PR,8445
4120358,Pranchita,PR,13350
4120408,Presidente Castelo Branco,PR,1975
4120507,Primeiro de Maio,PR,23400
4120606,Prudentópolis,PR,37600
4120655,Quarto Centenário,PR,27200
4120705,Quatiguá,PR,390
4120853,Quatro Pontes,PR,8000
4120903,Quedas do Iguaçu,PR,23400
4121000,Querência do Norte,PR,13000
4121109,Quinta do Sol,PR,22400
4121208,Quitandinha,PR,11180
4121257,Ramilândia,PR,3535
4121307,Rancho Alegre,PR,12930
4121356,Rancho Alegre D'Oeste,PR,19000
4121406,Realeza,PR,16400
4121505,Rebouças,PR,25000
4121604,Renascença,PR,24300
4121703,Reserva,PR,25350
4121752,Reserva do Iguaçu,PR,16200
4121802,Ribeirão Claro,PR,1800
4121901,Ribeirão do Pinhal,PR,12780
4122008,Rio Azul,PR,17000
4122107,Rio Bom,PR,6400
4122156,Rio Bonito do Iguaçu,PR,25800
4122172,Rio Branco do Ivaí,PR,7500
4122206,Rio Branco do Sul,PR,200
4122305,Rio Negro,PR,10100
4122404,Rolândia,PR,27260
4122503,Roncador,PR,36000
4122602,Rondon,PR,600
4122651,Rosário do Ivaí,PR,4300
4122701,Sabáudia,PR,9250
4122800,Salgado Filho,PR,2600
4122909,Salto do Itararé,PR,2900
4123006,Salto do Lontra,PR,12600
4123105,Santa Amélia,PR,3910
4123204,Santa Cecília do Pavão,PR,5850
4123303,Santa Cruz de Monte Castelo,PR,6500
4123402,Santa Fé,PR,8700
4123501,Santa Helena,PR,27800
4123600,Santa Inês,PR,1000
4123709,Santa Isabel do Ivaí,PR,4000
4123808,Santa Izabel do Oeste,PR,15600
4123824,Santa Lúcia,PR,4203
4123857,Santa Maria do Oeste,PR,16000
4123907,Santa Mariana,PR,30140
4123956,Santa Mônica,PR,3241
4124004,Santana do Itararé,PR,9800
4124020,Santa Tereza do Oeste,PR,18850
4124053,Santa Terezinha de Itaipu,PR,16530
4124103,Santo Antônio da Platina,PR,16600
4124202,Santo Antônio do Caiuá,PR,151
4124301,Santo Antônio do Paraíso,PR,7160
4124400,Santo Antônio do Sudoeste,PR,12800
4124509,Santo Inácio,PR,3887
4124608,São Carlos do Ivaí,PR,5500
4124707,São Jerônimo da Serra,PR,24350
4124806,São João,PR,22500
4125001,São João do Ivaí,PR,19500
4125100,São João do Triunfo,PR,6200
4125209,São Jorge d'Oeste,PR,10050
4125308,São Jorge do Ivaí,PR,26530
4125357,São Jorge do Patrocínio,PR,250
4125407,São José da Boa Vista,PR,16500
4125456,São José das Palmeiras,PR,2340
4125506,São José dos Pinhais,PR,1900
4125555,São Manoel do Paraná,PR,1350
4125605,São Mateus do Sul,PR,35000
4125704,São Miguel do Iguaçu,PR,47050
4125753,São Pedro do Iguaçu,PR,14200
4125803,São Pedro do Ivaí,PR,12500
4125902,São Pedro do Paraná,PR,558
4126009,São Sebastião da Amoreira,PR,13450
4126108,São Tomé,PR,2300
4126207,Sapopema,PR,3000
4126256,Sarandi,PR,6250
4126272,Saudade do Iguaçu,PR,3000
4126306,Sengés,PR,14050
4126355,Serranópolis do Iguaçu,PR,13105
4126405,Sertaneja,PR,32100
4126504,Sertanópolis,PR,29700
4126603,Siqueira Campos,PR,5300
4126652,Sulina,PR,5350
4126678,Tamarana,PR,18700
4126702,Tamboara,PR,300
4126900,Tapira,PR,1420
4127007,Teixeira Soares,PR,40000
4127106,Telêmaco Borba,PR,500
4127205,Terra Boa,PR,12000
4127304,Terra Rica,PR,502
4127403,Terra Roxa,PR,55000
4127502,Tibagi,PR,99700
4127601,Tijucas do Sul,PR,4530
4127700,Toledo,PR,70400
4127809,Tomazina,PR,12100
4127858,Três Barras do Paraná,PR,13350
4127908,Tuneiras do Oeste,PR,10500
4127957,Tupãssi,PR,22900
4127965,Turvo,PR,16000
4128005,Ubiratã,PR,54000
4128104,Umuarama,PR,3530
4128203,União da Vitória,PR,4500
4128302,Uniflor,PR,3410
4128401,Uraí,PR,11720
4128500,Wenceslau Braz,PR,18700
4128534,Ventania,PR,19350
4128559,Vera Cruz do Oeste,PR,19200
4128609,Verê,PR,17800
4128625,Alto Paraíso,PR,710
4128633,Doutor Ulysses,PR,800
4128658,Virmond,PR,9100
4128708,Vitorino,PR,20500
4128807,Xambrê,PR,570
4200051,Abdon Batista,SC,2000
4200101,Abelardo Luz,SC,41000
4200200,Agrolândia,SC,800
4200309,Agronômica,SC,1300
4200408,Água Doce,SC,17600
4200507,Águas de Chapecó,SC,1300
4200556,Águas Frias,SC,710
4200754,Alto Bela Vista,SC,200
4200804,Anchieta,SC,800
4201000,Anita Garibaldi,SC,3000
4201273,Arabutã,SC,50
4201406,Araranguá,SC,280
4201604,Arroio Trinta,SC,150
4201653,Arvoredo,SC,100
4201802,Atalanta,SC,1250
4201901,Aurora,SC,650
4202081,Bandeirante,SC,700
4202099,Barra Bonita,SC,171
4202131,Bela Vista do Toldo,SC,6700
4202156,Belmonte,SC,1200
4202438,Bocaina do Sul,SC,1500
4202537,Bom Jesus,SC,3100
4202578,Bom Jesus do Oeste,SC,2110
4202602,Bom Retiro,SC,8600
4202859,Braço do Trombudo,SC,95
4202875,Brunópolis,SC,8300
4203006,Caçador,SC,2200
4203105,Caibi,SC,1200
4203154,Calmon,SC,1100
4203253,Capão Alto,SC,6200
4203303,Campo Alegre,SC,2500
4203402,Campo Belo do Sul,SC,11500
4203501,Campo Erê,SC,19000
4203600,Campos Novos,SC,57000
4203808,Canoinhas,SC,25500
4203907,Capinzal,SC,4700
4203956,Capivari de Baixo,SC,145
4204004,Catanduvas,SC,400
4204103,Caxambu do Sul,SC,3300
4204152,Celso Ramos,SC,900
4204178,Cerro Negro,SC,4800
4204194,Chapadão do Lageado,SC,640
4204202,Chapecó,SC,13200
4204251,Cocal do Sul,SC,30
4204301,Concórdia,SC,1700
4204350,Cordilheira Alta,SC,390
4204400,Coronel Freitas,SC,2090
4204459,Coronel Martins,SC,2200
4204558,Correia Pinto,SC,3540
4204608,Criciúma,SC,1300
4204707,Cunha Porã,SC,4400
4204756,Cunhataí,SC,330
4204806,Curitibanos,SC,15000
4204905,Descanso,SC,2300
4205001,Dionísio Cerqueira,SC,7200
4205100,Dona Emma,SC,70
4205159,Doutor Pedrinho,SC,88
4205175,Entre Rios,SC,1300
4205191,Ermo,SC,70
4205209,Erval Velho,SC,1800
4205308,Faxinal dos Guedes,SC,12100
4205357,Flor do Sertão,SC,600
4205431,Formosa do Sul,SC,370
4205456,Forquilhinha,SC,1200
4205506,Fraiburgo,SC,5500
4205555,Frei Rogério,SC,3500
4205605,Galvão,SC,4200
4206207,Gravatal,SC,70
4206405,Guaraciaba,SC,5000
4206603,Guarujá do Sul,SC,1110
4206652,Guatambú,SC,4200
4206702,Herval d'Oeste,SC,400
4206751,Ibiam,SC,355
4206801,Ibicaré,SC,200
4207007,Içara,SC,1200
4207205,Imaruí,SC,55
4207304,Imbituba,SC,9
4207403,Imbuia,SC,250
4207577,Iomerê,SC,450
4207601,Ipira,SC,175
4207650,Iporã do Oeste,SC,1250
4207684,Ipuaçu,SC,9200
4207700,Ipumirim,SC,250
4207759,Iraceminha,SC,3100
4207809,Irani,SC,2600
4207858,Irati,SC,990
4207908,Irineópolis,SC,12500
4208005,Itá,SC,350
4208104,Itaiópolis,SC,19500
4208401,Itapiranga,SC,1170
4208500,Ituporanga,SC,3850
4208609,Jaborá,SC,500
4208807,Jaguaruna,SC,100
4208955,Jardinópolis,SC,600
4209003,Joaçaba,SC,550
4209177,Jupiá,SC,2200
4209201,Lacerdópolis,SC,60
4209300,Lages,SC,12000
4209458,Lajeado Grande,SC,2700
4209508,Laurentino,SC,31
4209706,Lebon Régis,SC,3300
4209854,Lindóia do Sul,SC,230
4209904,Lontras,SC,100
4210035,Luzerna,SC,420
4210100,Mafra,SC,30000
4210308,Major Vieira,SC,11800
4210506,Maravilha,SC,4100
4210555,Marema,SC,800
4210704,Matos Costa,SC,300
4210803,Meleiro,SC,50
4210902,Modelo,SC,1850
4211009,Mondaí,SC,550
4211058,Monte Carlo,SC,2300
4211108,Monte Castelo,SC,5150
4211207,Morro da Fumaça,SC,380
4211405,Nova Erechim,SC,1100
4211454,Nova Itaberaba,SC,750
4211652,Novo Horizonte,SC,3800
4211751,Otacílio Costa,SC,8000
4211801,Ouro,SC,550
4211850,Ouro Verde,SC,11000
4211876,Paial,SC,115
4211892,Painel,SC,700
4212007,Palma Sola,SC,9700
4212056,Palmeira,SC,1640
4212106,Palmitos,SC,3300
4212205,Papanduva,SC,16300
4212239,Paraíso,SC,2000
4212270,Passos Maia,SC,5800
4212601,Peritiba,SC,100
4212700,Petrolândia,SC,1100
4212908,Pinhalzinho,SC,2800
4213005,Pinheiro Preto,SC,55
4213104,Piratuba,SC,570
4213153,Planalto Alegre,SC,450
4213302,Ponte Alta,SC,3000
4213351,Ponte Alta do Norte,SC,750
4213401,Ponte Serrada,SC,4880
4213609,Porto União,SC,7100
4213708,Pouso Redondo,SC,250
4213906,Presidente Castello Branco,SC,30
4214003,Presidente Getúlio,SC,350
4214151,Princesa,SC,570
4214201,Quilombo,SC,5500
4214409,Rio das Antas,SC,1800
4214508,Rio do Campo,SC,850
4214607,Rio do Oeste,SC,100
4214706,Rio dos Cedros,SC,47
4214805,Rio do Sul,SC,450
4215000,Rio Negrinho,SC,12000
4215059,Rio Rufino,SC,200
4215075,Riqueza,SC,600
4215208,Romelândia,SC,280
4215307,Salete,SC,250
4215356,Saltinho,SC,920
4215406,Salto Veloso,SC,50
4215505,Santa Cecília,SC,2971
4215554,Santa Helena,SC,450
4215679,Santa Terezinha,SC,4000
4215687,Santa Terezinha do Progresso,SC,250
4215695,Santiago do Sul,SC,1100
4215752,São Bernardino,SC,1400
4215802,São Bento do Sul,SC,1000
4216008,São Carlos,SC,810
4216057,São Cristóvão do Sul,SC,225
4216107,São Domingos,SC,20000
4216255,São João do Oeste,SC,135
4216701,São José do Cedro,SC,2750
4216800,São José do Cerrito,SC,7500
4216909,São Lourenço do Oeste,SC,3600
4217154,São Miguel da Boa Vista,SC,400
4217204,São Miguel do Oeste,SC,850
4217303,Saudades,SC,3200
4217501,Seara,SC,230
4217550,Serra Alta,SC,1500
4217709,Sombrio,SC,25
4217758,Sul Brasil,SC,350
4217808,Taió,SC,800
4217907,Tangará,SC,3000
4217956,Tigrinhos,SC,1050
4218251,Timbó Grande,SC,500
4218301,Três Barras,SC,7000
4218400,Treze de Maio,SC,73
4218509,Treze Tílias,SC,400
4218608,Trombudo Central,SC,410
4218707,Tubarão,SC,900
4218756,Tunápolis,SC,310
4218806,Turvo,SC,50
4218855,União do Oeste,SC,1400
4219002,Urussanga,SC,60
4219101,Vargeão,SC,5750
4219150,Vargem,SC,3200
4219176,Vargem Bonita,SC,1000
4219200,Vidal Ramos,SC,700
4219309,Videira,SC,2120
4219358,Vitor Meireles,SC,660
4219408,Witmarsum,SC,150
4219507,Xanxerê,SC,9350
4219606,Xavantina,SC,110
4219705,Xaxim,SC,4500
4219853,Zortéa,SC,5300
4300034,Aceguá,RS,25000
4300059,Água Santa,RS,14500
4300109,Agudo,RS,1000
4300208,Ajuricaba,RS,20000
4300307,Alecrim,RS,2200
4300406,Alegrete,RS,60000
4300455,Alegria,RS,7432
4300471,Almirante Tamandaré do Sul,RS,16640
4300505,Alpestre,RS,1400
4300554,Alto Alegre,RS,6000
4300638,Amaral Ferrador,RS,2000
4300646,Ametista do Sul,RS,600
4300661,André da Rocha,RS,18000
4300703,Anta Gorda,RS,450
4300851,Arambaré,RS,9160
4300901,Aratiba,RS,1200
4301008,Arroio do Meio,RS,1100
4301073,Arroio do Padre,RS,500
4301107,Arroio dos Ratos,RS,3800
4301206,Arroio do Tigre,RS,9300
4301305,Arroio Grande,RS,47120
4301404,Arvorezinha,RS,1750
4301503,Augusto Pestana,RS,19700
4301552,Áurea,RS,6300
4301602,Bagé,RS,40000
4301636,Balneário Pinhal,RS,28
4301701,Barão de Cotegipe,RS,6413
4301750,Barão do Triunfo,RS,850
4301800,Barracão,RS,26000
4301859,Barra do Guarita,RS,1850
4301875,Barra do Quaraí,RS,1385
4301909,Barra do Ribeiro,RS,6920
4301925,Barra do Rio Azul,RS,1300
4301958,Barra Funda,RS,3400
4302006,Barros Cassal,RS,9000
4302055,Benjamin Constant do Sul,RS,1415
4302154,Boa Vista das Missões,RS,14800
4302204,Boa Vista do Buricá,RS,2650
4302220,Boa Vista do Cadeado,RS,41200
4302238,Boa Vista do Incra,RS,32700
4302303,Bom Jesus,RS,9000
4302378,Bom Progresso,RS,4400
4302402,Bom Retiro do Sul,RS,420
4302451,Boqueirão do Leão,RS,1100
4302501,Bossoroca,RS,50000
4302584,Bozano,RS,13690
4302600,Braga,RS,7800
4302709,Butiá,RS,11000
4302808,Caçapava do Sul,RS,24000
4302907,Cacequi,RS,38000
4303004,Cachoeira do Sul,RS,105800
4303202,Cacique Doble,RS,9150
4303301,Caibaté,RS,16320
4303400,Caiçara,RS,3500
4303509,Camaquã,RS,28000
4303558,Camargo,RS,6000
4303608,Cambará do Sul,RS,550
4303673,Campestre da Serra,RS,8000
4303707,Campina das Missões,RS,6114
4303806,Campinas do Sul,RS,15800
4304002,Campo Novo,RS,11500
4304101,Campos Borges,RS,9100
4304200,Candelária,RS,19500
4304309,Cândido Godói,RS,8800
4304358,Candiota,RS,19000
4304507,Canguçu,RS,45000
4304606,Canoas,RS,80
4304622,Capão Bonito do Sul,RS,26000
4304655,Capão do Cipó,RS,63510
4304663,Capão do Leão,RS,9610
4304671,Capivari do Sul,RS,7050
4304689,Capela de Santana,RS,200
4304705,Carazinho,RS,39820
4304713,Caraá,RS,60
4304853,Carlos Gomes,RS,3400
4304903,Casca,RS,8700
4304952,Caseiros,RS,8000
4305009,Catuípe,RS,34800
4305108,Caxias do Sul,RS,350
4305116,Centenário,RS,6500
4305124,Cerrito,RS,6800
4305132,Cerro Branco,RS,1300
4305157,Cerro Grande,RS,3200
4305173,Cerro Grande do Sul,RS,170
4305207,Cerro Largo,RS,4700
4305306,Chapada,RS,39000
4305355,Charqueadas,RS,4750
4305371,Charrua,RS,9470
4305405,Chiapetta,RS,25500
4305439,Chuí,RS,2200
4305447,Chuvisca,RS,20
4305454,Cidreira,RS,80
4305504,Ciríaco,RS,13000
4305587,Colinas,RS,500
4305603,Colorado,RS,17600
4305702,Condor,RS,29400
4305801,Constantina,RS,12500
4305835,Coqueiro Baixo,RS,28
4305850,Coqueiros do Sul,RS,15000
4305871,Coronel Barros,RS,11000
4305900,Coronel Bicaco,RS,36000
4305959,Cotiporã,RS,240
4305975,Coxilha,RS,32000
4306007,Crissiumal,RS,12000
4306056,Cristal,RS,12000
4306072,Cristal do Sul,RS,4900
4306106,Cruz Alta,RS,91500
4306130,Cruzaltense,RS,7350
4306205,Cruzeiro do Sul,RS,3200
4306304,David Canabarro,RS,7000
4306320,Derrubadas,RS,10000
4306353,Dezesseis de Novembro,RS,1270
4306379,Dilermando de Aguiar,RS,25000
4306429,Dois Irmãos das Missões,RS,15500
4306452,Dois Lajeados,RS,1200
4306502,Dom Feliciano,RS,1440
4306601,Dom Pedrito,RS,130000
4306700,Dona Francisca,RS,520
4306734,Doutor Maurício Cardoso,RS,13750
4306759,Doutor Ricardo,RS,200
4306767,Eldorado do Sul,RS,2000
4306809,Encantado,RS,360
4306908,Encruzilhada do Sul,RS,44100
4306924,Engenho Velho,RS,5500
4306932,Entre-Ijuís,RS,32800
4306957,Entre Rios do Sul,RS,5400
4306973,Erebango,RS,10500
4307005,Erechim,RS,10050
4307054,Ernestina,RS,17100
4307104,Herval,RS,13000
4307203,Erval Grande,RS,3000
4307302,Erval Seco,RS,14000
4307401,Esmeralda,RS,29000
4307450,Esperança do Sul,RS,4700
4307500,Espumoso,RS,51830
4307559,Estação,RS,5750
4307807,Estrela,RS,1800
4307815,Estrela Velha,RS,12750
4307831,Eugênio de Castro,RS,28100
4307864,Fagundes Varela,RS,1100
4308003,Faxinal do Soturno,RS,1800
4308052,Faxinalzinho,RS,5500
4308078,Fazenda Vilanova,RS,600
4308250,Floriano Peixoto,RS,6200
4308300,Fontoura Xavier,RS,5000
4308409,Formigueiro,RS,12000
4308433,Forquetinha,RS,320
4308458,Fortaleza dos Valos,RS,36840
4308508,Frederico Westphalen,RS,7200
4308656,Garruchos,RS,18920
4308706,Gaurama,RS,8200
4308805,General Câmara,RS,9500
4308854,Gentil,RS,10500
4308904,Getúlio Vargas,RS,14700
4309001,Giruá,RS,61100
4309050,Glorinha,RS,1500
4309126,Gramado dos Loureiros,RS,6100
4309159,Gramado Xavier,RS,3500
4309209,Gravataí,RS,500
4309258,Guabiju,RS,6000
4309308,Guaíba,RS,1000
4309407,Guaporé,RS,4500
4309506,Guarani das Missões,RS,15000
4309571,Herveiras,RS,400
4309605,Horizontina,RS,12000
4309654,Hulha Negra,RS,15500
4309704,Humaitá,RS,7000
4309753,Ibarama,RS,950
4309803,Ibiaçá,RS,20500
4309902,Ibiraiaras,RS,10600
4309951,Ibirapuitã,RS,16850
4310009,Ibirubá,RS,42300
4310108,Igrejinha,RS,7
4310207,Ijuí,RS,40000
4310306,Ilópolis,RS,100
4310363,Imigrante,RS,120
4310405,Independência,RS,21500
4310413,Inhacorá,RS,6100
4310439,Ipê,RS,8500
4310462,Ipiranga do Sul,RS,10500
4310538,Itaara,RS,3100
4310553,Itacurubi,RS,21500
4310579,Itapuca,RS,5000
