"cod_municipio","municipio","estado","valor"
2206506,Monsenhor Hipólito,PI,500
2206605,Monte Alegre do Piauí,PI,4430
2206654,Morro Cabeça no Tempo,PI,529
2206670,Morro do Chapéu do Piauí,PI,470
2206696,Murici dos Portelas,PI,362
2206704,Nazaré do Piauí,PI,260
2206720,Nazária,PI,233
2206753,Nossa Senhora de Nazaré,PI,326
2206803,Nossa Senhora dos Remédios,PI,380
2206902,Novo Oriente do Piauí,PI,1200
2206951,Novo Santo Antônio,PI,368
2207009,Oeiras,PI,3700
2207108,Olho D'Água do Piauí,PI,500
2207207,Padre Marcos,PI,2292
2207306,Paes Landim,PI,600
2207355,Pajeú do Piauí,PI,700
2207405,Palmeira do Piauí,PI,9992
2207504,Palmeirais,PI,2062
2207553,Paquetá,PI,800
2207603,Parnaguá,PI,960
2207702,Parnaíba,PI,166
2207751,Passagem Franca do Piauí,PI,220
2207777,Patos do Piauí,PI,1400
2207793,Pau D'Arco do Piauí,PI,185
2207801,Paulistana,PI,1700
2207850,Pavussu,PI,900
2207900,Pedro II,PI,1700
2207934,Pedro Laurentino,PI,600
2207959,Nova Santa Rita,PI,1453
2208007,Picos,PI,2800
2208106,Pimenteiras,PI,1934
2208205,Pio IX,PI,5200
2208304,Piracuruca,PI,1614
2208403,Piripiri,PI,1334
2208502,Porto,PI,235
2208551,Porto Alegre do Piauí,PI,100
2208601,Prata do Piauí,PI,35
2208650,Queimada Nova,PI,600
2208700,Redenção do Gurguéia,PI,1100
2208809,Regeneração,PI,1286
2208858,Riacho Frio,PI,330
2208874,Ribeira do Piauí,PI,368
2208908,Ribeiro Gonçalves,PI,33740
2209005,Rio Grande do Piauí,PI,800
2209104,Santa Cruz do Piauí,PI,950
2209153,Santa Cruz dos Milagres,PI,455
2209203,Santa Filomena,PI,23154
2209302,Santa Luz,PI,800
2209351,Santana do Piauí,PI,1000
2209377,Santa Rosa do Piauí,PI,1246
2209401,Santo Antônio de Lisboa,PI,450
2209450,Santo Antônio dos Milagres,PI,108
2209500,Santo Inácio do Piauí,PI,420
2209559,São Braz do Piauí,PI,1342
2209609,São Félix do Piauí,PI,310
2209658,São Francisco de Assis do Piauí,PI,817
2209708,São Francisco do Piauí,PI,683
2209757,São Gonçalo do Gurguéia,PI,321
2209807,São Gonçalo do Piauí,PI,459
2209856,São João da Canabrava,PI,1850
2209872,São João da Fronteira,PI,385
2209906,São João da Serra,PI,382
2209955,São João da Varjota,PI,570
2209971,São João do Arraial,PI,238
2210003,São João do Piauí,PI,840
2210052,São José do Divino,PI,400
2210102,São José do Peixe,PI,810
2210201,São José do Piauí,PI,2500
2210300,São Julião,PI,450
2210359,São Lourenço do Piauí,PI,350
2210375,São Luis do Piauí,PI,1300
2210383,São Miguel da Baixa Grande,PI,850
2210391,São Miguel do Fidalgo,PI,890
2210409,São Miguel do Tapuio,PI,1579
2210508,São Pedro do Piauí,PI,1315
2210607,São Raimundo Nonato,PI,1012
2210623,Sebastião Barros,PI,688
2210631,Sebastião Leal,PI,10850
2210656,Sigefredo Pacheco,PI,1500
2210706,Simões,PI,3000
2210805,Simplício Mendes,PI,1320
2210904,Socorro do Piauí,PI,1397
2210938,Sussuapara,PI,300
2210953,Tamboril do Piauí,PI,1000
2210979,Tanque do Piauí,PI,365
2211001,Teresina,PI,1300
2211100,União,PI,2190
2211209,Uruçuí,PI,76405
2211308,Valença do Piauí,PI,1100
2211357,Várzea Branca,PI,994
2211407,Várzea Grande,PI,350
2211506,Vera Mendes,PI,980
2211605,Vila Nova do Piauí,PI,1555
2211704,Wall Ferraz,PI,600
2300101,Abaiara,CE,1700
2300150,Acarape,CE,414
2300200,Acaraú,CE,3000
2300309,Acopiara,CE,10700
2300408,Aiuaba,CE,5000
2300507,Alcântaras,CE,825
2300606,Altaneira,CE,1000
2300705,Alto Santo,CE,340
2300754,Amontada,CE,4350
2300804,Antonina do Norte,CE,900
2300903,Apuiarés,CE,2580
2301000,Aquiraz,CE,240
2301109,Aracati,CE,920
2301208,Aracoiaba,CE,3551
2301257,Ararendá,CE,1900
2301307,Araripe,CE,3600
2301406,Aratuba,CE,1220
2301505,Arneiroz,CE,1950
2301604,Assaré,CE,6000
2301703,Aurora,CE,1818
2301802,Baixio,CE,641
2301851,Banabuiú,CE,1350
2301901,Barbalha,CE,524
2301950,Barreira,CE,760
2302008,Barro,CE,3000
2302057,Barroquinha,CE,503
2302107,Baturité,CE,3908
2302206,Beberibe,CE,940
2302305,Bela Cruz,CE,2700
2302404,Boa Viagem,CE,15000
2302503,Brejo Santo,CE,4000
2302602,Camocim,CE,3570
2302701,Campos Sales,CE,4000
2302800,Canindé,CE,10120
2302909,Capistrano,CE,3200
2303006,Caridade,CE,8500
2303105,Cariré,CE,3800
2303204,Caririaçu,CE,1500
2303303,Cariús,CE,1270
2303402,Carnaubal,CE,800
2303501,Cascavel,CE,620
2303600,Catarina,CE,2300
2303659,Catunda,CE,6000
2303709,Caucaia,CE,2290
2303808,Cedro,CE,1939
2303907,Chaval,CE,240
2303931,Choró,CE,2200
2303956,Chorozinho,CE,1000
2304004,Coreaú,CE,1564
2304103,Crateús,CE,17900
2304202,Crato,CE,1615
2304236,Croatá,CE,2085
2304251,Cruz,CE,1650
2304269,Deputado Irapuan Pinheiro,CE,4350
2304277,Ereré,CE,1200
2304285,Eusébio,CE,12
2304301,Farias Brito,CE,2100
2304350,Forquilha,CE,2800
2304459,Fortim,CE,320
2304509,Frecheirinha,CE,1010
2304608,General Sampaio,CE,1210
2304657,Graça,CE,1800
2304707,Granja,CE,4055
2304806,Granjeiro,CE,700
2304905,Groaíras,CE,1010
2304954,Guaiúba,CE,225
2305001,Guaraciaba do Norte,CE,2740
2305100,Guaramiranga,CE,100
2305209,Hidrolândia,CE,3810
2305233,Horizonte,CE,120
2305266,Ibaretama,CE,2000
2305308,Ibiapina,CE,1200
2305332,Ibicuitinga,CE,2300
2305357,Icapuí,CE,260
2305407,Icó,CE,6610
2305506,Iguatu,CE,8402
2305605,Independência,CE,10200
2305654,Ipaporanga,CE,4250
2305704,Ipaumirim,CE,1212
2305803,Ipu,CE,8900
2305902,Ipueiras,CE,3100
2306009,Iracema,CE,700
2306108,Irauçuba,CE,2450
2306207,Itaiçaba,CE,228
2306256,Itaitinga,CE,250
2306306,Itapajé,CE,1752
2306405,Itapipoca,CE,5550
2306504,Itapiúna,CE,3010
2306553,Itarema,CE,2600
2306603,Itatira,CE,5310
2306702,Jaguaretama,CE,950
2306801,Jaguaribara,CE,350
2306900,Jaguaribe,CE,1400
2307007,Jaguaruana,CE,1682
2307106,Jardim,CE,2813
2307205,Jati,CE,1400
2307254,Jijoca de Jericoacoara,CE,800
2307304,Juazeiro do Norte,CE,675
2307403,Jucás,CE,3617
2307502,Lavras da Mangabeira,CE,2315
2307601,Limoeiro do Norte,CE,2500
2307635,Madalena,CE,4830
2307650,Maracanaú,CE,89
2307700,Maranguape,CE,688
2307809,Marco,CE,1122
2307908,Martinópole,CE,1276
2308005,Massapê,CE,1352
2308104,Mauriti,CE,12000
2308203,Meruoca,CE,252
2308302,Milagres,CE,2266
2308351,Milhã,CE,3700
2308377,Miraíma,CE,1000
2308401,Missão Velha,CE,2930
2308500,Mombaça,CE,15300
2308609,Monsenhor Tabosa,CE,3950
2308708,Morada Nova,CE,6500
2308807,Moraújo,CE,650
2308906,Morrinhos,CE,1287
2309003,Mucambo,CE,1730
2309102,Mulungu,CE,950
2309201,Nova Olinda,CE,1750
2309300,Nova Russas,CE,1150
2309409,Novo Oriente,CE,12190
2309458,Ocara,CE,4500
2309508,Orós,CE,2600
2309607,Pacajus,CE,600
2309706,Pacatuba,CE,65
2309805,Pacoti,CE,402
2309904,Pacujá,CE,461
2310001,Palhano,CE,1540
2310100,Palmácia,CE,520
2310209,Paracuru,CE,550
2310258,Paraipaba,CE,2500
2310308,Parambu,CE,11300
2310407,Paramoti,CE,9000
2310506,Pedra Branca,CE,8000
2310605,Penaforte,CE,950
2310704,Pentecoste,CE,2730
2310803,Pereiro,CE,3300
2310852,Pindoretama,CE,80
2310902,Piquet Carneiro,CE,2800
2310951,Pires Ferreira,CE,2360
2311009,Poranga,CE,950
2311108,Porteiras,CE,1970
2311207,Potengi,CE,2000
2311231,Potiretama,CE,315
2311264,Quiterianópolis,CE,6500
2311306,Quixadá,CE,3900
2311355,Quixelô,CE,2800
2311405,Quixeramobim,CE,15000
2311504,Quixeré,CE,1500
2311603,Redenção,CE,1080
2311702,Reriutaba,CE,2210
2311801,Russas,CE,1526
2311900,Saboeiro,CE,3120
2311959,Salitre,CE,3750
2312007,Santana do Acaraú,CE,3949
2312106,Santana do Cariri,CE,1580
2312205,Santa Quitéria,CE,22074
2312304,São Benedito,CE,2425
2312403,São Gonçalo do Amarante,CE,1300
2312502,São João do Jaguaribe,CE,371
2312601,São Luís do Curu,CE,600
2312700,Senador Pompeu,CE,5000
2312809,Senador Sá,CE,600
2312908,Sobral,CE,4200
2313005,Solonópole,CE,5000
2313104,Tabuleiro do Norte,CE,1730
2313203,Tamboril,CE,11700
2313252,Tarrafas,CE,1100
2313302,Tauá,CE,14000
2313351,Tejuçuoca,CE,2000
2313401,Tianguá,CE,2230
2313500,Trairi,CE,2200
2313559,Tururu,CE,3300
2313609,Ubajara,CE,1220
2313708,Umari,CE,1240
2313757,Umirim,CE,1700
2313807,Uruburetama,CE,1000
2313906,Uruoca,CE,2130
2313955,Varjota,CE,1670
2314003,Várzea Alegre,CE,2700
2314102,Viçosa do Ceará,CE,3080
2400109,Acari,RN,80
2400208,Açu,RN,600
2400307,Afonso Bezerra,RN,240
2400406,Água Nova,RN,190
2400505,Alexandria,RN,250
2400604,Almino Afonso,RN,180
2400703,Alto do Rodrigues,RN,145
2400802,Angicos,RN,150
2400901,Antônio Martins,RN,530
2401008,Apodi,RN,350
2401107,Areia Branca,RN,90
2401305,Campo Grande,RN,260
2401404,Baía Formosa,RN,35
2401453,Baraúna,RN,4000
2401503,Barcelona,RN,80
2401602,Bento Fernandes,RN,15
2401651,Bodó,RN,900
2401701,Bom Jesus,RN,300
2401859,Caiçara do Norte,RN,66
2401909,Caiçara do Rio do Vento,RN,5
2402006,Caicó,RN,22
2402105,Campo Redondo,RN,720
2402204,Canguaretama,RN,30
2402303,Caraúbas,RN,700
2402402,Carnaúba dos Dantas,RN,40
2402501,Carnaubais,RN,200
2402600,Ceará-Mirim,RN,600
2402709,Cerro Corá,RN,1250
2402808,Coronel Ezequiel,RN,330
2402907,Coronel João Pessoa,RN,500
2403004,Cruzeta,RN,30
2403103,Currais Novos,RN,100
2403202,Doutor Severiano,RN,480
2403301,Encanto,RN,120
2403400,Equador,RN,100
2403509,Espírito Santo,RN,10
2403608,Extremoz,RN,80
2403707,Felipe Guerra,RN,80
2403756,Fernando Pedroza,RN,60
2403806,Florânia,RN,315
2403905,Francisco Dantas,RN,240
2404002,Frutuoso Gomes,RN,270
2404101,Galinhos,RN,20
2404200,Goianinha,RN,45
2404309,Governador Dix-Sept Rosado,RN,2200
2404408,Grossos,RN,300
2404507,Guamaré,RN,1000
2404606,Ielmo Marinho,RN,200
2404705,Ipanguaçu,RN,180
2404804,Ipueira,RN,10
2404853,Itajá,RN,120
2404903,Itaú,RN,300
2405009,Jaçanã,RN,250
2405108,Jandaíra,RN,300
2405207,Janduís,RN,190
2405306,Januário Cicco,RN,200
2405405,Japi,RN,330
2405504,Jardim de Angicos,RN,130
2405603,Jardim de Piranhas,RN,35
2405702,Jardim do Seridó,RN,120
2405801,João Câmara,RN,300
2405900,João Dias,RN,400
2406007,José da Penha,RN,463
2406106,Jucurutu,RN,45
2406155,Jundiá,RN,40
2406205,Lagoa d'Anta,RN,100
2406304,Lagoa de Pedras,RN,100
2406403,Lagoa de Velhos,RN,35
2406502,Lagoa Nova,RN,800
2406601,Lagoa Salgada,RN,70
2406700,Lajes,RN,650
2406809,Lajes Pintadas,RN,60
2406908,Lucrécia,RN,350
2407005,Luís Gomes,RN,200
2407104,Macaíba,RN,25
2407203,Macau,RN,106
2407252,Major Sales,RN,300
2407302,Marcelino Vieira,RN,600
2407401,Martins,RN,230
2407500,Maxaranguape,RN,50
2407609,Messias Targino,RN,160
2407708,Montanhas,RN,60
2407807,Monte Alegre,RN,35
2407906,Monte das Gameleiras,RN,150
2408003,Mossoró,RN,2000
2408201,Nísia Floresta,RN,25
2408300,Nova Cruz,RN,40
2408409,Olho d'Água do Borges,RN,480
2408607,Paraná,RN,350
2408706,Paraú,RN,100
2408805,Parazinho,RN,205
2408904,Parelhas,RN,200
2408953,Rio do Fogo,RN,60
2409100,Passa e Fica,RN,150
2409209,Passagem,RN,100
2409308,Patu,RN,350
2409332,Santa Maria,RN,50
2409407,Pau dos Ferros,RN,617
2409506,Pedra Grande,RN,50
2409605,Pedra Preta,RN,40
2409704,Pedro Avelino,RN,104
2409803,Pedro Velho,RN,50
2409902,Pendências,RN,300
2410009,Pilões,RN,200
2410108,Poço Branco,RN,200
2410207,Portalegre,RN,360
2410256,Porto do Mangue,RN,30
2410306,Serra Caiada,RN,100
2410405,Pureza,RN,100
2410504,Rafael Fernandes,RN,262
2410603,Rafael Godeiro,RN,250
2410702,Riacho da Cruz,RN,150
2410801,Riacho de Santana,RN,473
2410900,Riachuelo,RN,500
2411007,Rodolfo Fernandes,RN,180
2411056,Tibau,RN,160
2411106,Ruy Barbosa,RN,40
2411205,Santa Cruz,RN,60
2411403,Santana do Matos,RN,700
2411429,Santana do Seridó,RN,25
2411502,Santo Antônio,RN,50
2411601,São Bento do Norte,RN,295
2411700,São Bento do Trairí,RN,35
2411809,São Fernando,RN,80
2411908,São Francisco do Oeste,RN,270
2412104,São João do Sabugi,RN,80
2412203,São José de Mipibu,RN,50
2412302,São José do Campestre,RN,1000
2412401,São José do Seridó,RN,150
2412500,São Miguel,RN,1820
2412559,São Miguel do Gostoso,RN,300
2412609,São Paulo do Potengi,RN,200
2412708,São Pedro,RN,80
2412807,São Rafael,RN,30
2412906,São Tomé,RN,90
2413003,São Vicente,RN,140
2413102,Senador Elói de Souza,RN,150
2413201,Senador Georgino Avelino,RN,40
2413300,Serra de São Bento,RN,150
2413359,Serra do Mel,RN,500
2413409,Serra Negra do Norte,RN,30
2413508,Serrinha,RN,50
2413557,Serrinha dos Pintos,RN,200
2413607,Severiano Melo,RN,150
2413706,Sítio Novo,RN,250
2413805,Taboleiro Grande,RN,120
2413904,Taipu,RN,250
2414001,Tangará,RN,200
2414100,Tenente Ananias,RN,150
2414159,Tenente Laurentino Cruz,RN,750
2414209,Tibau do Sul,RN,30
2414308,Timbaúba dos Batistas,RN,60
2414407,Touros,RN,350
2414456,Triunfo Potiguar,RN,40
2414506,Umarizal,RN,350
2414605,Upanema,RN,1120
2414704,Várzea,RN,50
2414753,Venha-Ver,RN,500
2414803,Vera Cruz,RN,100
2414902,Viçosa,RN,110
2415008,Vila Flor,RN,20
2500106,Água Branca,PB,900
2500205,Aguiar,PB,150
2500304,Alagoa Grande,PB,1400
2500403,Alagoa Nova,PB,140
2500502,Alagoinha,PB,150
2500536,Alcantil,PB,300
2500577,Algodão de Jandaíra,PB,50
2500700,São João do Rio do Peixe,PB,1300
2500734,Amparo,PB,400
2500775,Aparecida,PB,200
2500809,Araçagi,PB,580
2500908,Arara,PB,700
2501005,Araruna,PB,600
2501104,Areia,PB,410
2501153,Areia de Baraúnas,PB,200
2501203,Areial,PB,400
2501302,Aroeiras,PB,500
2501351,Assunção,PB,250
2501401,Baía da Traição,PB,3
2501500,Bananeiras,PB,320
2501534,Baraúna,PB,300
2501575,Barra de Santana,PB,200
2501609,Barra de Santa Rosa,PB,420
2501708,Barra de São Miguel,PB,150
2501906,Belém,PB,350
2502003,Belém do Brejo do Cruz,PB,120
2502052,Bernardino Batista,PB,280
2502102,Boa Ventura,PB,900
2502151,Boa Vista,PB,500
2502201,Bom Jesus,PB,132
2502300,Bom Sucesso,PB,578
2502409,Bonito de Santa Fé,PB,680
2502508,Boqueirão,PB,300
2502607,Igaracy,PB,240
2502706,Borborema,PB,70
2502805,Brejo do Cruz,PB,150
2502904,Brejo dos Santos,PB,60
2503100,Cabaceiras,PB,85
2503308,Cachoeira dos Índios,PB,310
2503407,Cacimba de Areia,PB,400
2503506,Cacimba de Dentro,PB,1400
2503555,Cacimbas,PB,800
2503605,Caiçara,PB,120
2503704,Cajazeiras,PB,240
2503753,Cajazeirinhas,PB,108
2503803,Caldas Brandão,PB,95
2503902,Camalaú,PB,250
2504009,Campina Grande,PB,1950
2504033,Capim,PB,10
2504074,Caraúbas,PB,200
2504108,Carrapateira,PB,120
2504157,Casserengue,PB,500
2504207,Catingueira,PB,590
2504306,Catolé do Rocha,PB,300
2504355,Caturité,PB,300
2504405,Conceição,PB,900
2504504,Condado,PB,175
2504702,Congo,PB,180
2504801,Coremas,PB,600
2504850,Coxixola,PB,250
2504900,Cruz do Espírito Santo,PB,7
2505006,Cubati,PB,850
2505105,Cuité,PB,800
2505204,Cuitegi,PB,80
2505238,Cuité de Mamanguape,PB,80
2505279,Curral de Cima,PB,6
2505303,Curral Velho,PB,120
2505352,Damião,PB,100
2505402,Desterro,PB,720
2505501,Vista Serrana,PB,80
2505600,Diamante,PB,150
2505709,Dona Inês,PB,1000
2505808,Duas Estradas,PB,100
2505907,Emas,PB,360
2506004,Esperança,PB,900
2506103,Fagundes,PB,700
2506202,Frei Martinho,PB,200
2506251,Gado Bravo,PB,98
2506301,Guarabira,PB,140
2506400,Gurinhém,PB,500
2506509,Gurjão,PB,100
2506608,Ibiara,PB,600
2506707,Imaculada,PB,1100
2506806,Ingá,PB,1000
2506905,Itabaiana,PB,800
2507002,Itaporanga,PB,550
2507101,Itapororoca,PB,90
2507200,Itatuba,PB,1000
2507309,Jacaraú,PB,70
2507408,Jericó,PB,215
2507606,Juarez Távora,PB,550
2507705,Juazeirinho,PB,700
2507804,Junco do Seridó,PB,550
2507903,Juripiranga,PB,50
2508000,Juru,PB,1000
2508109,Lagoa,PB,100
2508208,Lagoa de Dentro,PB,60
2508307,Lagoa Seca,PB,200
2508406,Lastro,PB,200
2508505,Livramento,PB,750
2508554,Logradouro,PB,130
2508703,Mãe d'Água,PB,250
2508802,Malta,PB,115
2508901,Mamanguape,PB,8
2509008,Manaíra,PB,1300
2509057,Marcação,PB,6
2509107,Mari,PB,35
2509156,Marizópolis,PB,165
2509206,Massaranduba,PB,800
2509305,Mataraca,PB,3
2509339,Matinhas,PB,300
2509370,Mato Grosso,PB,110
2509396,Maturéia,PB,900
2509404,Mogeiro,PB,1000
2509503,Montadas,PB,300
2509602,Monte Horebe,PB,295
2509701,Monteiro,PB,2500
2509800,Mulungu,PB,900
2509909,Natuba,PB,175
2510006,Nazarezinho,PB,250
2510105,Nova Floresta,PB,150
2510204,Nova Olinda,PB,150
2510303,Nova Palmeira,PB,410
2510402,Olho d'Água,PB,340
2510501,Olivedos,PB,500
2510600,Ouro Velho,PB,300
2510659,Parari,PB,150
2510709,Passagem,PB,80
2510808,Patos,PB,200
2510907,Paulista,PB,150
2511004,Pedra Branca,PB,130
2511103,Pedra Lavrada,PB,500
2511202,Pedras de Fogo,PB,320
2511301,Piancó,PB,460
2511400,Picuí,PB,1300
2511509,Pilar,PB,200
2511608,Pilões,PB,400
2511707,Pilõezinhos,PB,140
2511806,Pirpirituba,PB,100
2511905,Pitimbu,PB,5
2512002,Pocinhos,PB,250
2512036,Poço Dantas,PB,440
2512077,Poço de José de Moura,PB,800
2512101,Pombal,PB,90
2512200,Prata,PB,200
2512309,Princesa Isabel,PB,2650
2512408,Puxinanã,PB,400
2512507,Queimadas,PB,900
2512606,Quixaba,PB,100
2512705,Remígio,PB,400
2512721,Pedro Régis,PB,5
2512747,Riachão,PB,300
2512754,Riachão do Bacamarte,PB,180
2512762,Riachão do Poço,PB,30
2512788,Riacho de Santo Antônio,PB,25
2512804,Riacho dos Cavalos,PB,600
2513000,Salgadinho,PB,285
2513109,Salgado de São Félix,PB,150
2513158,Santa Cecília,PB,400
2513208,Santa Cruz,PB,180
2513307,Santa Helena,PB,557
2513356,Santa Inês,PB,160
2513406,Santa Luzia,PB,200
2513505,Santana de Mangueira,PB,800
2513604,Santana dos Garrotes,PB,230
2513653,Joca Claudino,PB,200
2513802,Santa Teresinha,PB,450
2513851,Santo André,PB,300
2513901,São Bento,PB,220
2513927,São Bentinho,PB,130
2513943,São Domingos do Cariri,PB,20
2513968,São Domingos,PB,100
2513984,São Francisco,PB,150
2514008,São João do Cariri,PB,78
2514107,São João do Tigre,PB,411
2514206,São José da Lagoa Tapada,PB,350
2514305,São José de Caiana,PB,180
2514404,São José de Espinharas,PB,800
2514453,São José dos Ramos,PB,500
2514503,São José de Piranhas,PB,790
2514552,São José de Princesa,PB,1300
2514602,São José do Bonfim,PB,189
2514651,São José do Brejo do Cruz,PB,60
2514701,São José do Sabugi,PB,250
2514800,São José dos Cordeiros,PB,550
2514909,São Mamede,PB,300
2515005,São Miguel de Taipu,PB,200
2515104,São Sebastião de Lagoa de Roça,PB,50
2515203,São Sebastião do Umbuzeiro,PB,200
2515302,Sapé,PB,10
2515401,São Vicente do Seridó,PB,250
2515500,Serra Branca,PB,1000
2515609,Serra da Raiz,PB,40
2515708,Serra Grande,PB,100
2515807,Serra Redonda,PB,180
2515906,Serraria,PB,150
2515930,Sertãozinho,PB,60
2515971,Sobrado,PB,10
2516003,Solânea,PB,530
2516102,Soledade,PB,60
2516151,Sossêgo,PB,10
2516201,Sousa,PB,1030
2516300,Sumé,PB,645
2516508,Taperoá,PB,900
2516607,Tavares,PB,2500
2516706,Teixeira,PB,800
2516755,Tenório,PB,280
2516805,Triunfo,PB,450
2516904,Uiraúna,PB,740
2517001,Umbuzeiro,PB,250
2517100,Várzea,PB,150
2517209,Vieirópolis,PB,280
2517407,Zabelê,PB,170
2600104,Afogados da Ingazeira,PE,1900
2600203,Afrânio,PE,4500
2600302,Agrestina,PE,500
2600500,Águas Belas,PE,50
2600609,Alagoinha,PE,120
2600708,Aliança,PE,10
2600807,Altinho,PE,550
2600906,Amaraji,PE,20
2601003,Angelim,PE,150
2601102,Araripina,PE,14000
2601201,Arcoverde,PE,190
2601607,Belém do São Francisco,PE,350
2601706,Belo Jardim,PE,160
2601805,Betânia,PE,2500
2601904,Bezerros,PE,1000
2602001,Bodocó,PE,5500
2602100,Bom Conselho,PE,1200
2602209,Bom Jardim,PE,800
2602407,Brejão,PE,70
2602506,Brejinho,PE,1100
2602605,Brejo da Madre de Deus,PE,200
2602803,Buíque,PE,300
2603009,Cabrobó,PE,1240
2603108,Cachoeirinha,PE,750
2603207,Caetés,PE,70
2603306,Calçado,PE,150
2603405,Calumbi,PE,400
2603702,Canhotinho,PE,100
2603801,Capoeiras,PE,70
2603900,Carnaíba,PE,4800
2603926,Carnaubeira da Penha,PE,1800
2604106,Caruaru,PE,800
2604155,Casinhas,PE,1100
2604304,Cedro,PE,1900
2604502,Chã Grande,PE,65
2604700,Correntes,PE,40
2604908,Cumaru,PE,1500
2605004,Cupira,PE,150
2605103,Custódia,PE,8000
2605152,Dormentes,PE,4500
2605301,Exu,PE,8000
2605400,Feira Nova,PE,20
2605608,Flores,PE,10000
2605707,Floresta,PE,700
2605806,Frei Miguelinho,PE,650
2606002,Garanhuns,PE,500
2606309,Granito,PE,850
2606507,Iati,PE,150
2606606,Ibimirim,PE,400
2606705,Ibirajuba,PE,110
2606903,Iguaracy,PE,3000
2607109,Ingazeira,PE,650
2607307,Ipubi,PE,6500
2607406,Itacuruba,PE,100
2607505,Itaíba,PE,2000
2607653,Itambé,PE,30
2607703,Itapetim,PE,1800
2608008,Jataúba,PE,200
2608057,Jatobá,PE,60
2608107,João Alfredo,PE,800
2608255,Jucati,PE,100
2608305,Jupi,PE,400
2608404,Jurema,PE,150
2608602,Lagoa do Ouro,PE,100
2608701,Lagoa dos Gatos,PE,450
2608750,Lagoa Grande,PE,900
2608800,Lajedo,PE,300
2608909,Limoeiro,PE,900
2609105,Machados,PE,150
2609154,Manari,PE,1500
2609303,Mirandiba,PE,1100
2609709,Orobó,PE,800
2609808,Orocó,PE,250
2609907,Ouricuri,PE,9000
2610103,Palmeirina,PE,30
2610202,Panelas,PE,1000
2610301,Paranatama,PE,170
2610400,Parnamirim,PE,2500
2610509,Passira,PE,1100
2610806,Pedra,PE,2100
2610905,Pesqueira,PE,250
2611002,Petrolândia,PE,300
2611101,Petrolina,PE,3300
2611200,Poção,PE,200
2611533,Quixaba,PE,2200
2611705,Riacho das Almas,PE,1800
2612109,Salgadinho,PE,700
2612208,Salgueiro,PE,350
2612307,Saloá,PE,650
2612406,Sanharó,PE,200
2612455,Santa Cruz,PE,5000
2612471,Santa Cruz da Baixa Verde,PE,1100
2612505,Santa Cruz do Capibaribe,PE,200
2612554,Santa Filomena,PE,5000
2612604,Santa Maria da Boa Vista,PE,1400
2612703,Santa Maria do Cambucá,PE,1100
2612802,Santa Terezinha,PE,1800
2613008,São Bento do Una,PE,1200
2613107,São Caitano,PE,400
2613206,São João,PE,1200
2613503,São José do Belmonte,PE,2180
2613602,São José do Egito,PE,5500
2613909,Serra Talhada,PE,2300
2614006,Serrita,PE,1500
2614105,Sertânia,PE,1800
2614303,Moreilândia,PE,1200
2614402,Solidão,PE,1500
2614501,Surubim,PE,2100
2614600,Tabira,PE,3600
2614709,Tacaimbó,PE,150
2614808,Tacaratu,PE,2300
2615003,Taquaritinga do Norte,PE,1000
2615102,Terezinha,PE,60
2615201,Terra Nova,PE,230
2615607,Trindade,PE,2500
2615706,Triunfo,PE,500
2615805,Tupanatinga,PE,900
2615904,Tuparetama,PE,1200
2616001,Venturosa,PE,60
2616100,Verdejante,PE,350
2616183,Vertente do Lério,PE,500
2616209,Vertentes,PE,900
2616407,Vitória de Santo Antão,PE,50
2700102,Água Branca,AL,500
2700201,Anadia,AL,2200
2700300,Arapiraca,AL,285
2700409,Atalaia,AL,100
2700706,Batalha,AL,1050
2700805,Belém,AL,120
2700904,Belo Monte,AL,100
2701001,Boca da Mata,AL,105
2701100,Branquinha,AL,350
2701209,Cacimbinhas,AL,1000
2701308,Cajueiro,AL,140
2701407,Campo Alegre,AL,350
2701506,Campo Grande,AL,50
2701605,Canapi,AL,800
2701704,Capela,AL,100
2701803,Carneiros,AL,1350
2701902,Chã Preta,AL,130
2702009,Coité do Nóia,AL,500
2702108,Colônia Leopoldina,AL,120
2702306,Coruripe,AL,2415
2702355,Craíbas,AL,3300
2702405,Delmiro Gouveia,AL,1100
2702504,Dois Riachos,AL,600
2702553,Estrela de Alagoas,AL,150
2702603,Feira Grande,AL,50
2702702,Feliz Deserto,AL,20
2702801,Flexeiras,AL,100
2702900,Girau do Ponciano,AL,2980
2703007,Ibateguara,AL,30
2703106,Igaci,AL,2000
2703205,Igreja Nova,AL,117
2703304,Inhapi,AL,1600
2703403,Jacaré dos Homens,AL,330
2703700,Jaramataia,AL,800
2703759,Jequiá da Praia,AL,50
2703809,Joaquim Gomes,AL,150
2704005,Junqueiro,AL,250
2704104,Lagoa da Canoa,AL,900
2704203,Limoeiro de Anadia,AL,2250
2704401,Major Isidoro,AL,830
2704609,Maravilha,AL,800
2704807,Maribondo,AL,5
2704906,Mar Vermelho,AL,8
2705002,Mata Grande,AL,1450
2705309,Minador do Negrão,AL,270
2705408,Monteirópolis,AL,240
2705507,Murici,AL,310
2705606,Novo Lino,AL,230
2705705,Olho d'Água das Flores,AL,155
2705804,Olho d'Água do Casado,AL,1100
2705903,Olho d'Água Grande,AL,400
2706000,Olivença,AL,500
2706109,Ouro Branco,AL,250
2706208,Palestina,AL,19
2706307,Palmeira dos Índios,AL,900
2706406,Pão de Açúcar,AL,1600
2706422,Pariconha,AL,800
